//U6O MapEdit Full Export V1.23
//house costs
patchx=0; patchy=0; //always 0 so far

housenumber=65535;//Non house tiles
BTset(1024,944,155);
BTset(1025,944,144);
BTset(1026,944,144);
BTset(1027,944,144);
BTset(1028,944,144);
BTset(1029,944,144);
BTset(1030,944,156);
BTset(1031,944,210);
BTset(1032,944,210);
BTset(1033,944,210);
BTset(1034,944,145);
BTset(1036,944,145);
BTset(1037,944,210);
BTset(1038,944,210);
BTset(1039,944,210);
BTset(1040,944,210);
BTset(1041,944,210);
BTset(1042,944,210);
BTset(1043,944,210);
BTset(1044,944,145);
BTset(1045,944,145);
BTset(1046,944,210);
BTset(1047,944,210);
BTset(1048,944,210);
BTset(1049,944,145);
BTset(1050,944,210);
BTset(1051,944,210);
BTset(1052,944,210);
BTset(1053,944,210);
BTset(1054,944,210);
BTset(1055,944,210);
BTset(1056,944,210);
BTset(1057,944,210);
BTset(1058,944,210);
BTset(1059,944,210);
BTset(1060,944,210);
BTset(1061,944,210);
BTset(1062,944,210);
BTset(1063,944,210);
BTset(1064,944,145);
BTset(1075,944,145);
BTset(1076,944,210);
BTset(1077,944,210);
BTset(1078,944,210);
BTset(1079,944,210);
BTset(1080,944,210);
BTset(1081,944,210);
BTset(1082,944,210);
BTset(1083,944,210);
BTset(1084,944,145);
BTset(1085,944,210);
BTset(1086,944,210);
BTset(1087,944,210);
BTset(1088,944,145);
BTset(1091,944,145);
BTset(1092,944,210);
BTset(1093,944,210);
BTset(1094,944,210);
BTset(1095,944,145);
BTset(1096,944,210);
BTset(1097,944,210);
BTset(1098,944,210);
BTset(1099,944,210);
BTset(1100,944,210);
BTset(1101,944,210);
BTset(1102,944,210);
BTset(1103,944,210);
BTset(1104,944,210);
BTset(1105,944,210);
BTset(1106,944,210);
BTset(1107,944,145);
BTset(1108,944,210);
BTset(1109,944,210);
BTset(1110,944,210);
BTset(1111,944,210);
BTset(1112,944,210);
BTset(1113,944,145);
BTset(1114,944,210);
BTset(1115,944,210);
BTset(1116,944,210);
BTset(1117,944,145);
BTset(1118,944,210);
BTset(1119,944,210);
BTset(1120,944,210);
BTset(1121,944,210);
BTset(1122,944,210);
BTset(1123,944,145);
BTset(1124,944,210);
BTset(1125,944,210);
BTset(1126,944,210);
BTset(1127,944,210);
BTset(1128,944,210);
BTset(1129,944,210);
BTset(1130,944,210);
BTset(1131,944,210);
BTset(1132,944,210);
BTset(1133,944,210);
BTset(1134,944,210);
BTset(1135,944,210);
BTset(1136,944,145);
BTset(1137,944,210);
BTset(1138,944,210);
BTset(1139,944,210);
BTset(1140,944,145);
BTset(1141,944,210);
BTset(1142,944,210);
BTset(1143,944,210);
BTset(1144,944,145);
BTset(1145,944,247);
BTset(1146,944,109);
BTset(1147,944,108);
BTset(1148,944,110);
BTset(1149,944,109);
BTset(1150,944,108);
BTset(1151,944,111);
BTset(1152,944,110);
BTset(1153,944,109);
BTset(1154,944,108);
BTset(1155,944,111);
BTset(1156,944,248);
BTset(1157,944,249);
BTset(1158,944,108);
BTset(1159,944,243);
BTset(1160,944,247);
BTset(1161,944,108);
BTset(1162,944,243);
BTset(1163,944,247);
BTset(1164,944,108);
BTset(1165,944,108);
BTset(1166,944,243);
BTset(1167,944,247);
BTset(1168,944,111);
BTset(1169,944,108);
BTset(1170,944,251);
BTset(1171,944,242);
BTset(1172,944,247);
BTset(1173,944,108);
BTset(1174,944,111);
BTset(1175,944,110);
BTset(1176,944,108);
BTset(1177,944,108);
BTset(1178,944,108);
BTset(1179,944,111);
BTset(1180,944,108);
BTset(1181,944,109);
BTset(1182,944,108);
BTset(1183,944,108);
BTset(1184,944,108);
BTset(1185,944,109);
BTset(1186,944,108);
BTset(1187,944,108);
BTset(1188,944,108);
BTset(1189,944,108);
BTset(1190,944,108);
BTset(1191,944,108);
BTset(1192,944,108);
BTset(1193,944,108);
BTset(1194,944,108);
BTset(1195,944,110);
BTset(1196,944,108);
BTset(1197,944,108);
BTset(1198,944,108);
BTset(1199,944,108);
BTset(1200,944,108);
BTset(1201,944,108);
BTset(1202,944,90);
BTset(1203,944,82);
BTset(1204,944,26);
BTset(1205,944,17);
BTset(1206,944,13);
BTset(1207,944,12);
BTset(1208,944,11);
BTset(1209,944,39);
BTset(1210,944,27);
BTset(1211,944,80);
BTset(1212,944,91);
BTset(1213,944,108);
BTset(1214,944,108);
BTset(1215,944,108);
BTset(1216,944,110);
BTset(1217,944,108);
BTset(1218,944,111);
BTset(1219,944,108);
BTset(1220,944,108);
BTset(1221,944,108);
BTset(1222,944,108);
BTset(1223,944,243);
BTset(1030,945,145);
BTset(1031,945,210);
BTset(1032,945,210);
BTset(1033,945,210);
BTset(1034,945,145);
BTset(1036,945,145);
BTset(1037,945,210);
BTset(1038,945,210);
BTset(1039,945,210);
BTset(1040,945,210);
BTset(1041,945,210);
BTset(1042,945,210);
BTset(1043,945,210);
BTset(1044,945,145);
BTset(1045,945,145);
BTset(1046,945,210);
BTset(1047,945,210);
BTset(1048,945,210);
BTset(1049,945,145);
BTset(1050,945,210);
BTset(1051,945,210);
BTset(1052,945,210);
BTset(1053,945,210);
BTset(1054,945,210);
BTset(1055,945,210);
BTset(1056,945,210);
BTset(1057,945,210);
BTset(1058,945,210);
BTset(1059,945,210);
BTset(1060,945,210);
BTset(1061,945,210);
BTset(1062,945,210);
BTset(1063,945,210);
BTset(1064,945,145);
BTset(1075,945,155);
BTset(1076,945,144);
BTset(1077,945,144);
BTset(1078,945,144);
BTset(1079,945,144);
BTset(1080,945,156);
BTset(1081,945,210);
BTset(1082,945,210);
BTset(1083,945,210);
BTset(1084,945,145);
BTset(1085,945,210);
BTset(1086,945,210);
BTset(1087,945,210);
BTset(1088,945,145);
BTset(1091,945,145);
BTset(1092,945,210);
BTset(1093,945,210);
BTset(1094,945,210);
BTset(1095,945,145);
BTset(1096,945,210);
BTset(1097,945,210);
BTset(1098,945,146);
BTset(1099,945,144);
BTset(1100,945,144);
BTset(1101,945,144);
BTset(1102,945,144);
BTset(1103,945,144);
BTset(1104,945,144);
BTset(1105,945,144);
BTset(1106,945,144);
BTset(1107,945,145);
BTset(1108,945,210);
BTset(1109,945,210);
BTset(1110,945,210);
BTset(1111,945,210);
BTset(1112,945,210);
BTset(1113,945,210);
BTset(1114,945,210);
BTset(1115,945,210);
BTset(1116,945,210);
BTset(1117,945,210);
BTset(1118,945,210);
BTset(1119,945,210);
BTset(1120,945,210);
BTset(1121,945,210);
BTset(1122,945,210);
BTset(1123,945,146);
BTset(1124,945,144);
BTset(1125,945,144);
BTset(1126,945,144);
BTset(1127,945,144);
BTset(1128,945,144);
BTset(1129,945,144);
BTset(1130,945,144);
BTset(1131,945,144);
BTset(1132,945,144);
BTset(1133,945,144);
BTset(1134,945,144);
BTset(1135,945,144);
BTset(1136,945,145);
BTset(1137,945,210);
BTset(1138,945,210);
BTset(1139,945,210);
BTset(1140,945,145);
BTset(1141,945,210);
BTset(1142,945,210);
BTset(1143,945,210);
BTset(1144,945,145);
BTset(1145,945,247);
BTset(1146,945,108);
BTset(1147,945,109);
BTset(1148,945,108);
BTset(1149,945,108);
BTset(1150,945,248);
BTset(1151,945,245);
BTset(1152,945,245);
BTset(1153,945,245);
BTset(1154,945,249);
BTset(1155,945,108);
BTset(1156,945,243);
BTset(1157,945,247);
BTset(1158,945,108);
BTset(1159,945,243);
BTset(1160,945,247);
BTset(1161,945,111);
BTset(1162,945,243);
BTset(1163,945,247);
BTset(1164,945,108);
BTset(1165,945,109);
BTset(1166,945,243);
BTset(1167,945,246);
BTset(1168,945,249);
BTset(1169,945,108);
BTset(1170,945,109);
BTset(1171,945,243);
BTset(1172,945,247);
BTset(1173,945,108);
BTset(1174,945,108);
BTset(1175,945,108);
BTset(1176,945,108);
BTset(1177,945,109);
BTset(1178,945,108);
BTset(1179,945,248);
BTset(1180,945,245);
BTset(1181,945,245);
BTset(1182,945,245);
BTset(1183,945,245);
BTset(1184,945,245);
BTset(1185,945,245);
BTset(1186,945,245);
BTset(1187,945,245);
BTset(1188,945,249);
BTset(1189,945,109);
BTset(1190,945,108);
BTset(1191,945,108);
BTset(1192,945,108);
BTset(1193,945,110);
BTset(1194,945,109);
BTset(1195,945,108);
BTset(1196,945,108);
BTset(1197,945,108);
BTset(1198,945,111);
BTset(1199,945,111);
BTset(1200,945,108);
BTset(1201,945,108);
BTset(1202,945,108);
BTset(1203,945,90);
BTset(1204,945,82);
BTset(1205,945,26);
BTset(1206,945,17);
BTset(1207,945,12);
BTset(1208,945,39);
BTset(1209,945,43);
BTset(1210,945,80);
BTset(1211,945,91);
BTset(1212,945,108);
BTset(1213,945,108);
BTset(1214,945,108);
BTset(1215,945,108);
BTset(1216,945,111);
BTset(1217,945,108);
BTset(1218,945,108);
BTset(1219,945,108);
BTset(1220,945,108);
BTset(1221,945,248);
BTset(1222,945,245);
BTset(1223,945,244);
BTset(1030,946,145);
BTset(1031,946,210);
BTset(1032,946,210);
BTset(1033,946,210);
BTset(1034,946,145);
BTset(1036,946,145);
BTset(1037,946,210);
BTset(1038,946,210);
BTset(1039,946,210);
BTset(1040,946,210);
BTset(1041,946,210);
BTset(1042,946,210);
BTset(1043,946,210);
BTset(1044,946,145);
BTset(1045,946,145);
BTset(1046,946,210);
BTset(1047,946,210);
BTset(1048,946,210);
BTset(1049,946,146);
BTset(1050,946,144);
BTset(1051,946,144);
BTset(1052,946,144);
BTset(1053,946,146);
BTset(1054,946,144);
BTset(1055,946,144);
BTset(1056,946,144);
BTset(1057,946,144);
BTset(1058,946,144);
BTset(1059,946,144);
BTset(1060,946,144);
BTset(1061,946,144);
BTset(1062,946,144);
BTset(1063,946,144);
BTset(1064,946,144);
BTset(1065,946,144);
BTset(1066,946,144);
BTset(1067,946,144);
BTset(1068,946,144);
BTset(1069,946,144);
BTset(1070,946,144);
BTset(1071,946,144);
BTset(1072,946,144);
BTset(1073,946,144);
BTset(1074,946,144);
BTset(1075,946,144);
BTset(1076,946,144);
BTset(1077,946,144);
BTset(1078,946,144);
BTset(1079,946,154);
BTset(1080,946,145);
BTset(1081,946,210);
BTset(1082,946,210);
BTset(1083,946,210);
BTset(1084,946,145);
BTset(1085,946,210);
BTset(1086,946,210);
BTset(1087,946,210);
BTset(1088,946,145);
BTset(1091,946,145);
BTset(1092,946,210);
BTset(1093,946,210);
BTset(1094,946,210);
BTset(1095,946,145);
BTset(1096,946,210);
BTset(1097,946,210);
BTset(1098,946,145);
BTset(1107,946,145);
BTset(1108,946,210);
BTset(1109,946,210);
BTset(1110,946,210);
BTset(1111,946,210);
BTset(1112,946,210);
BTset(1113,946,210);
BTset(1114,946,210);
BTset(1115,946,210);
BTset(1116,946,210);
BTset(1117,946,210);
BTset(1118,946,210);
BTset(1119,946,210);
BTset(1120,946,210);
BTset(1121,946,210);
BTset(1122,946,210);
BTset(1123,946,145);
BTset(1136,946,145);
BTset(1137,946,210);
BTset(1138,946,210);
BTset(1139,946,210);
BTset(1140,946,145);
BTset(1141,946,210);
BTset(1142,946,210);
BTset(1143,946,210);
BTset(1144,946,145);
BTset(1145,946,247);
BTset(1146,946,111);
BTset(1147,946,108);
BTset(1148,946,108);
BTset(1149,946,109);
BTset(1150,946,243);
BTset(1152,946,240);
BTset(1153,946,241);
BTset(1154,946,250);
BTset(1155,946,108);
BTset(1156,946,243);
BTset(1157,946,247);
BTset(1158,946,109);
BTset(1159,946,243);
BTset(1160,946,247);
BTset(1161,946,111);
BTset(1162,946,243);
BTset(1163,946,247);
BTset(1164,946,108);
BTset(1165,946,108);
BTset(1166,946,243);
BTset(1168,946,247);
BTset(1169,946,110);
BTset(1170,946,108);
BTset(1171,946,243);
BTset(1172,946,247);
BTset(1173,946,108);
BTset(1174,946,108);
BTset(1175,946,108);
BTset(1176,946,108);
BTset(1177,946,108);
BTset(1178,946,248);
BTset(1179,946,244);
BTset(1188,946,247);
BTset(1189,946,108);
BTset(1190,946,108);
BTset(1191,946,108);
BTset(1192,946,108);
BTset(1193,946,108);
BTset(1194,946,108);
BTset(1195,946,108);
BTset(1196,946,108);
BTset(1197,946,108);
BTset(1198,946,108);
BTset(1199,946,108);
BTset(1200,946,108);
BTset(1201,946,108);
BTset(1202,946,108);
BTset(1203,946,111);
BTset(1204,946,90);
BTset(1205,946,82);
BTset(1206,946,18);
BTset(1207,946,12);
BTset(1208,946,38);
BTset(1209,946,80);
BTset(1210,946,91);
BTset(1211,946,108);
BTset(1212,946,108);
BTset(1213,946,109);
BTset(1214,946,108);
BTset(1215,946,108);
BTset(1216,946,111);
BTset(1217,946,108);
BTset(1218,946,108);
BTset(1219,946,248);
BTset(1220,946,245);
BTset(1221,946,244);
BTset(1030,947,146);
BTset(1031,947,210);
BTset(1032,947,210);
BTset(1033,947,144);
BTset(1034,947,145);
BTset(1036,947,155);
BTset(1037,947,144);
BTset(1038,947,144);
BTset(1039,947,144);
BTset(1040,947,156);
BTset(1041,947,210);
BTset(1042,947,210);
BTset(1043,947,210);
BTset(1044,947,145);
BTset(1045,947,145);
BTset(1046,947,210);
BTset(1047,947,210);
BTset(1048,947,210);
BTset(1049,947,145);
BTset(1050,947,210);
BTset(1051,947,210);
BTset(1052,947,210);
BTset(1053,947,145);
BTset(1054,947,210);
BTset(1055,947,210);
BTset(1056,947,210);
BTset(1057,947,210);
BTset(1058,947,210);
BTset(1059,947,210);
BTset(1060,947,210);
BTset(1061,947,210);
BTset(1062,947,210);
BTset(1063,947,210);
BTset(1064,947,210);
BTset(1065,947,210);
BTset(1066,947,210);
BTset(1067,947,210);
BTset(1068,947,210);
BTset(1069,947,210);
BTset(1070,947,210);
BTset(1071,947,210);
BTset(1072,947,210);
BTset(1073,947,210);
BTset(1074,947,210);
BTset(1075,947,210);
BTset(1076,947,210);
BTset(1077,947,210);
BTset(1078,947,210);
BTset(1079,947,145);
BTset(1080,947,145);
BTset(1081,947,210);
BTset(1082,947,210);
BTset(1083,947,210);
BTset(1084,947,145);
BTset(1085,947,210);
BTset(1086,947,210);
BTset(1087,947,210);
BTset(1088,947,145);
BTset(1091,947,145);
BTset(1092,947,210);
BTset(1093,947,210);
BTset(1094,947,210);
BTset(1095,947,145);
BTset(1096,947,210);
BTset(1097,947,210);
BTset(1098,947,145);
BTset(1107,947,145);
BTset(1108,947,210);
BTset(1109,947,210);
BTset(1110,947,210);
BTset(1111,947,210);
BTset(1112,947,210);
BTset(1113,947,145);
BTset(1114,947,210);
BTset(1115,947,210);
BTset(1116,947,210);
BTset(1117,947,145);
BTset(1118,947,210);
BTset(1119,947,210);
BTset(1120,947,210);
BTset(1121,947,210);
BTset(1122,947,210);
BTset(1123,947,145);
BTset(1136,947,145);
BTset(1137,947,210);
BTset(1138,947,210);
BTset(1139,947,210);
BTset(1140,947,145);
BTset(1141,947,210);
BTset(1142,947,210);
BTset(1143,947,210);
BTset(1144,947,145);
BTset(1145,947,247);
BTset(1146,947,108);
BTset(1147,947,248);
BTset(1148,947,249);
BTset(1149,947,108);
BTset(1150,947,243);
BTset(1152,947,247);
BTset(1153,947,108);
BTset(1154,947,111);
BTset(1155,947,109);
BTset(1156,947,243);
BTset(1157,947,247);
BTset(1158,947,108);
BTset(1159,947,243);
BTset(1160,947,247);
BTset(1161,947,108);
BTset(1162,947,243);
BTset(1163,947,247);
BTset(1164,947,109);
BTset(1165,947,109);
BTset(1166,947,243);
BTset(1168,947,247);
BTset(1169,947,109);
BTset(1170,947,108);
BTset(1171,947,243);
BTset(1172,947,246);
BTset(1173,947,249);
BTset(1174,947,108);
BTset(1175,947,111);
BTset(1176,947,108);
BTset(1177,947,248);
BTset(1178,947,244);
BTset(1179,947,240);
BTset(1180,947,241);
BTset(1181,947,241);
BTset(1182,947,241);
BTset(1183,947,241);
BTset(1184,947,241);
BTset(1185,947,241);
BTset(1186,947,242);
BTset(1188,947,246);
BTset(1189,947,245);
BTset(1190,947,249);
BTset(1191,947,108);
BTset(1192,947,108);
BTset(1193,947,108);
BTset(1194,947,108);
BTset(1195,947,108);
BTset(1196,947,108);
BTset(1197,947,109);
BTset(1198,947,108);
BTset(1199,947,108);
BTset(1200,947,108);
BTset(1201,947,108);
BTset(1202,947,108);
BTset(1203,947,109);
BTset(1204,947,88);
BTset(1205,947,85);
BTset(1206,947,18);
BTset(1207,947,12);
BTset(1208,947,38);
BTset(1209,947,86);
BTset(1210,947,108);
BTset(1211,947,108);
BTset(1212,947,108);
BTset(1213,947,108);
BTset(1214,947,108);
BTset(1215,947,108);
BTset(1216,947,108);
BTset(1217,947,108);
BTset(1218,947,109);
BTset(1219,947,243);
BTset(1029,948,146);
BTset(1030,948,149);
BTset(1031,948,214);
BTset(1032,948,214);
BTset(1033,948,214);
BTset(1034,948,148);
BTset(1035,948,154);
BTset(1040,948,145);
BTset(1041,948,210);
BTset(1042,948,210);
BTset(1043,948,210);
BTset(1044,948,145);
BTset(1045,948,145);
BTset(1046,948,210);
BTset(1047,948,210);
BTset(1048,948,210);
BTset(1049,948,145);
BTset(1050,948,210);
BTset(1051,948,210);
BTset(1052,948,210);
BTset(1053,948,145);
BTset(1054,948,210);
BTset(1055,948,210);
BTset(1056,948,210);
BTset(1057,948,210);
BTset(1058,948,210);
BTset(1059,948,210);
BTset(1060,948,210);
BTset(1061,948,210);
BTset(1062,948,210);
BTset(1063,948,210);
BTset(1064,948,210);
BTset(1065,948,210);
BTset(1066,948,210);
BTset(1067,948,210);
BTset(1068,948,210);
BTset(1069,948,210);
BTset(1070,948,210);
BTset(1071,948,210);
BTset(1072,948,210);
BTset(1073,948,210);
BTset(1074,948,210);
BTset(1075,948,210);
BTset(1076,948,210);
BTset(1077,948,210);
BTset(1078,948,210);
BTset(1079,948,145);
BTset(1080,948,145);
BTset(1081,948,210);
BTset(1082,948,210);
BTset(1083,948,210);
BTset(1084,948,145);
BTset(1085,948,210);
BTset(1086,948,210);
BTset(1087,948,210);
BTset(1088,948,145);
BTset(1091,948,145);
BTset(1092,948,210);
BTset(1093,948,210);
BTset(1094,948,210);
BTset(1095,948,145);
BTset(1096,948,210);
BTset(1097,948,210);
BTset(1098,948,145);
BTset(1107,948,145);
BTset(1108,948,210);
BTset(1109,948,210);
BTset(1110,948,210);
BTset(1111,948,210);
BTset(1112,948,210);
BTset(1113,948,145);
BTset(1114,948,210);
BTset(1115,948,210);
BTset(1116,948,210);
BTset(1117,948,145);
BTset(1118,948,210);
BTset(1119,948,210);
BTset(1120,948,210);
BTset(1121,948,210);
BTset(1122,948,210);
BTset(1123,948,145);
BTset(1136,948,145);
BTset(1137,948,210);
BTset(1138,948,210);
BTset(1139,948,210);
BTset(1140,948,145);
BTset(1141,948,210);
BTset(1142,948,210);
BTset(1143,948,210);
BTset(1144,948,145);
BTset(1145,948,247);
BTset(1146,948,108);
BTset(1147,948,251);
BTset(1148,948,250);
BTset(1149,948,108);
BTset(1150,948,243);
BTset(1152,948,247);
BTset(1153,948,109);
BTset(1154,948,248);
BTset(1155,948,245);
BTset(1156,948,244);
BTset(1157,948,247);
BTset(1158,948,111);
BTset(1159,948,243);
BTset(1160,948,247);
BTset(1161,948,108);
BTset(1162,948,243);
BTset(1163,948,247);
BTset(1164,948,108);
BTset(1165,948,109);
BTset(1166,948,243);
BTset(1168,948,247);
BTset(1169,948,108);
BTset(1170,948,110);
BTset(1171,948,243);
BTset(1173,948,247);
BTset(1174,948,108);
BTset(1175,948,108);
BTset(1176,948,248);
BTset(1177,948,244);
BTset(1178,948,240);
BTset(1179,948,250);
BTset(1180,948,110);
BTset(1181,948,108);
BTset(1182,948,108);
BTset(1183,948,109);
BTset(1184,948,108);
BTset(1185,948,111);
BTset(1186,948,251);
BTset(1187,948,242);
BTset(1190,948,246);
BTset(1191,948,245);
BTset(1192,948,245);
BTset(1193,948,249);
BTset(1194,948,108);
BTset(1195,948,111);
BTset(1196,948,108);
BTset(1197,948,108);
BTset(1198,948,108);
BTset(1199,948,108);
BTset(1200,948,108);
BTset(1201,948,111);
BTset(1202,948,108);
BTset(1203,948,108);
BTset(1204,948,87);
BTset(1205,948,24);
BTset(1206,948,19);
BTset(1207,948,13);
BTset(1208,948,38);
BTset(1209,948,86);
BTset(1210,948,111);
BTset(1211,948,108);
BTset(1212,948,109);
BTset(1213,948,108);
BTset(1214,948,111);
BTset(1215,948,108);
BTset(1216,948,108);
BTset(1217,948,108);
BTset(1218,948,248);
BTset(1219,948,244);
BTset(1028,949,146);
BTset(1029,949,149);
BTset(1030,949,214);
BTset(1031,949,214);
BTset(1032,949,214);
BTset(1033,949,214);
BTset(1034,949,214);
BTset(1035,949,148);
BTset(1036,949,154);
BTset(1040,949,145);
BTset(1041,949,210);
BTset(1042,949,210);
BTset(1043,949,210);
BTset(1044,949,145);
BTset(1045,949,145);
BTset(1046,949,210);
BTset(1047,949,210);
BTset(1048,949,210);
BTset(1049,949,145);
BTset(1050,949,210);
BTset(1051,949,210);
BTset(1052,949,210);
BTset(1053,949,145);
BTset(1054,949,210);
BTset(1055,949,210);
BTset(1056,949,210);
BTset(1057,949,210);
BTset(1058,949,210);
BTset(1059,949,210);
BTset(1060,949,210);
BTset(1061,949,210);
BTset(1062,949,210);
BTset(1063,949,210);
BTset(1064,949,210);
BTset(1065,949,210);
BTset(1066,949,210);
BTset(1067,949,210);
BTset(1068,949,210);
BTset(1069,949,210);
BTset(1070,949,210);
BTset(1071,949,210);
BTset(1072,949,210);
BTset(1073,949,210);
BTset(1074,949,210);
BTset(1075,949,210);
BTset(1076,949,210);
BTset(1077,949,210);
BTset(1078,949,210);
BTset(1079,949,145);
BTset(1080,949,146);
BTset(1081,949,210);
BTset(1082,949,210);
BTset(1083,949,144);
BTset(1084,949,145);
BTset(1085,949,210);
BTset(1086,949,210);
BTset(1087,949,210);
BTset(1088,949,145);
BTset(1091,949,145);
BTset(1092,949,210);
BTset(1093,949,210);
BTset(1094,949,210);
BTset(1095,949,145);
BTset(1096,949,210);
BTset(1097,949,210);
BTset(1098,949,145);
BTset(1107,949,145);
BTset(1108,949,210);
BTset(1109,949,210);
BTset(1110,949,210);
BTset(1111,949,210);
BTset(1112,949,210);
BTset(1113,949,145);
BTset(1114,949,210);
BTset(1115,949,210);
BTset(1116,949,210);
BTset(1117,949,145);
BTset(1118,949,210);
BTset(1119,949,210);
BTset(1120,949,210);
BTset(1121,949,210);
BTset(1122,949,210);
BTset(1123,949,146);
BTset(1124,949,144);
BTset(1125,949,144);
BTset(1126,949,144);
BTset(1127,949,144);
BTset(1128,949,144);
BTset(1129,949,144);
BTset(1130,949,144);
BTset(1131,949,144);
BTset(1132,949,144);
BTset(1133,949,144);
BTset(1134,949,144);
BTset(1135,949,144);
BTset(1136,949,149);
BTset(1137,949,210);
BTset(1138,949,210);
BTset(1139,949,210);
BTset(1140,949,145);
BTset(1141,949,210);
BTset(1142,949,210);
BTset(1143,949,210);
BTset(1144,949,145);
BTset(1145,949,247);
BTset(1146,949,109);
BTset(1147,949,108);
BTset(1148,949,108);
BTset(1149,949,111);
BTset(1150,949,243);
BTset(1152,949,247);
BTset(1153,949,110);
BTset(1154,949,251);
BTset(1155,949,242);
BTset(1157,949,247);
BTset(1158,949,108);
BTset(1159,949,243);
BTset(1160,949,247);
BTset(1161,949,108);
BTset(1162,949,251);
BTset(1163,949,250);
BTset(1164,949,109);
BTset(1165,949,108);
BTset(1166,949,251);
BTset(1167,949,241);
BTset(1168,949,250);
BTset(1169,949,108);
BTset(1170,949,109);
BTset(1171,949,243);
BTset(1173,949,247);
BTset(1174,949,108);
BTset(1175,949,109);
BTset(1176,949,251);
BTset(1177,949,242);
BTset(1178,949,247);
BTset(1179,949,108);
BTset(1180,949,109);
BTset(1181,949,248);
BTset(1182,949,245);
BTset(1183,949,249);
BTset(1184,949,108);
BTset(1185,949,109);
BTset(1186,949,108);
BTset(1187,949,251);
BTset(1188,949,242);
BTset(1193,949,246);
BTset(1194,949,245);
BTset(1195,949,245);
BTset(1196,949,245);
BTset(1197,949,245);
BTset(1198,949,249);
BTset(1199,949,108);
BTset(1200,949,108);
BTset(1201,949,108);
BTset(1202,949,108);
BTset(1203,949,88);
BTset(1204,949,85);
BTset(1205,949,18);
BTset(1206,949,13);
BTset(1207,949,39);
BTset(1208,949,27);
BTset(1209,949,86);
BTset(1210,949,108);
BTset(1211,949,108);
BTset(1212,949,108);
BTset(1213,949,108);
BTset(1214,949,109);
BTset(1215,949,108);
BTset(1216,949,248);
BTset(1217,949,245);
BTset(1218,949,244);
BTset(1027,950,146);
BTset(1028,950,149);
BTset(1029,950,214);
BTset(1030,950,214);
BTset(1031,950,214);
BTset(1032,950,214);
BTset(1033,950,214);
BTset(1034,950,214);
BTset(1035,950,214);
BTset(1036,950,148);
BTset(1037,950,154);
BTset(1040,950,145);
BTset(1041,950,210);
BTset(1042,950,210);
BTset(1043,950,210);
BTset(1044,950,145);
BTset(1045,950,145);
BTset(1046,950,210);
BTset(1047,950,210);
BTset(1048,950,210);
BTset(1049,950,145);
BTset(1050,950,210);
BTset(1051,950,210);
BTset(1052,950,210);
BTset(1053,950,145);
BTset(1054,950,210);
BTset(1055,950,210);
BTset(1056,950,210);
BTset(1057,950,146);
BTset(1058,950,144);
BTset(1059,950,144);
BTset(1060,950,144);
BTset(1061,950,144);
BTset(1062,950,144);
BTset(1063,950,144);
BTset(1064,950,144);
BTset(1065,950,144);
BTset(1066,950,144);
BTset(1067,950,144);
BTset(1068,950,144);
BTset(1069,950,144);
BTset(1070,950,144);
BTset(1071,950,144);
BTset(1072,950,144);
BTset(1073,950,144);
BTset(1074,950,144);
BTset(1075,950,146);
BTset(1076,950,210);
BTset(1077,950,210);
BTset(1078,950,144);
BTset(1079,950,145);
BTset(1080,950,145);
BTset(1081,950,210);
BTset(1082,950,210);
BTset(1083,950,210);
BTset(1084,950,145);
BTset(1085,950,210);
BTset(1086,950,210);
BTset(1087,950,210);
BTset(1088,950,145);
BTset(1091,950,145);
BTset(1092,950,210);
BTset(1093,950,210);
BTset(1094,950,210);
BTset(1095,950,145);
BTset(1096,950,210);
BTset(1097,950,210);
BTset(1098,950,146);
BTset(1099,950,144);
BTset(1100,950,144);
BTset(1101,950,144);
BTset(1102,950,144);
BTset(1103,950,144);
BTset(1104,950,144);
BTset(1105,950,144);
BTset(1106,950,144);
BTset(1107,950,146);
BTset(1108,950,144);
BTset(1109,950,144);
BTset(1110,950,144);
BTset(1111,950,144);
BTset(1112,950,144);
BTset(1113,950,145);
BTset(1114,950,210);
BTset(1115,950,210);
BTset(1116,950,210);
BTset(1117,950,146);
BTset(1118,950,144);
BTset(1119,950,144);
BTset(1120,950,144);
BTset(1121,950,144);
BTset(1122,950,144);
BTset(1123,950,145);
BTset(1124,950,210);
BTset(1125,950,210);
BTset(1126,950,210);
BTset(1127,950,210);
BTset(1128,950,210);
BTset(1129,950,210);
BTset(1130,950,210);
BTset(1131,950,210);
BTset(1132,950,210);
BTset(1133,950,210);
BTset(1134,950,210);
BTset(1135,950,210);
BTset(1136,950,210);
BTset(1137,950,210);
BTset(1138,950,210);
BTset(1139,950,210);
BTset(1140,950,145);
BTset(1141,950,210);
BTset(1142,950,210);
BTset(1143,950,210);
BTset(1144,950,145);
BTset(1145,950,247);
BTset(1146,950,108);
BTset(1147,950,108);
BTset(1148,950,109);
BTset(1149,950,108);
BTset(1150,950,243);
BTset(1152,950,247);
BTset(1153,950,108);
BTset(1154,950,108);
BTset(1155,950,243);
BTset(1156,950,240);
BTset(1157,950,250);
BTset(1158,950,110);
BTset(1159,950,243);
BTset(1160,950,247);
BTset(1161,950,109);
BTset(1162,950,108);
BTset(1163,950,111);
BTset(1164,950,110);
BTset(1165,950,110);
BTset(1166,950,108);
BTset(1167,950,108);
BTset(1168,950,110);
BTset(1169,950,108);
BTset(1170,950,111);
